,id,player_fifa_api_id,player_api_id,date,overall_rating,potential,preferred_foot,attacking_work_rate,defensive_work_rate,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes
276,277,186561,75489,2014-10-02 00:00:00,82.0,86.0,right,high,high,74.0,77.0,58.0,84.0,78.0,81.0,64.0,70.0,82.0,82.0,73.0,69.0,74.0,81.0,75.0,81.0,63.0,93.0,71.0,78.0,75.0,72.0,84.0,81.0,76.0,65.0,75.0,65.0,6.0,11.0,5.0,10.0,8.0
277,278,186561,75489,2014-09-18 00:00:00,83.0,86.0,right,high,high,74.0,77.0,58.0,84.0,78.0,81.0,64.0,70.0,82.0,82.0,73.0,69.0,74.0,81.0,75.0,81.0,63.0,93.0,71.0,78.0,75.0,72.0,84.0,81.0,76.0,65.0,77.0,68.0,6.0,11.0,5.0,10.0,8.0
278,279,186561,75489,2014-04-25 00:00:00,82.0,85.0,right,high,high,74.0,76.0,58.0,84.0,76.0,81.0,64.0,70.0,82.0,82.0,73.0,69.0,74.0,77.0,75.0,81.0,63.0,93.0,69.0,77.0,75.0,72.0,82.0,81.0,76.0,65.0,77.0,68.0,6.0,11.0,5.0,10.0,8.0
279,280,186561,75489,2014-04-18 00:00:00,81.0,85.0,right,high,high,74.0,76.0,58.0,84.0,76.0,81.0,64.0,70.0,82.0,82.0,73.0,69.0,74.0,77.0,75.0,81.0,63.0,93.0,69.0,77.0,75.0,72.0,82.0,81.0,76.0,65.0,77.0,68.0,6.0,11.0,5.0,10.0,8.0
280,281,186561,75489,2014-03-21 00:00:00,81.0,85.0,right,high,high,74.0,76.0,58.0,84.0,76.0,81.0,64.0,70.0,82.0,82.0,73.0,69.0,74.0,77.0,75.0,81.0,63.0,93.0,69.0,77.0,75.0,72.0,82.0,81.0,76.0,65.0,77.0,68.0,6.0,11.0,5.0,10.0,8.0
281,282,186561,75489,2013-12-13 00:00:00,81.0,85.0,right,high,high,74.0,76.0,58.0,84.0,76.0,81.0,64.0,70.0,82.0,82.0,73.0,69.0,74.0,77.0,75.0,81.0,63.0,93.0,69.0,77.0,75.0,72.0,82.0,81.0,76.0,65.0,77.0,68.0,6.0,11.0,5.0,10.0,8.0
282,283,186561,75489,2013-12-06 00:00:00,80.0,85.0,right,high,high,74.0,74.0,58.0,83.0,74.0,81.0,64.0,70.0,82.0,82.0,73.0,69.0,74.0,77.0,75.0,81.0,63.0,92.0,69.0,76.0,75.0,67.0,80.0,81.0,76.0,65.0,74.0,68.0,6.0,11.0,5.0,10.0,8.0
283,284,186561,75489,2013-11-29 00:00:00,80.0,85.0,right,high,high,74.0,74.0,55.0,83.0,74.0,81.0,64.0,70.0,82.0,82.0,73.0,69.0,74.0,75.0,75.0,81.0,63.0,92.0,69.0,76.0,75.0,67.0,78.0,81.0,76.0,65.0,74.0,68.0,6.0,11.0,5.0,10.0,8.0
284,285,186561,75489,2013-11-08 00:00:00,80.0,85.0,right,high,high,74.0,74.0,55.0,83.0,74.0,81.0,64.0,70.0,82.0,82.0,73.0,69.0,74.0,75.0,75.0,81.0,63.0,92.0,69.0,76.0,73.0,67.0,78.0,81.0,76.0,65.0,72.0,68.0,6.0,11.0,5.0,10.0,8.0
285,286,186561,75489,2013-11-01 00:00:00,79.0,85.0,right,high,high,74.0,74.0,55.0,83.0,73.0,81.0,64.0,70.0,82.0,82.0,72.0,68.0,74.0,74.0,75.0,81.0,63.0,92.0,69.0,74.0,73.0,66.0,78.0,81.0,76.0,62.0,72.0,65.0,6.0,11.0,5.0,10.0,8.0
286,287,186561,75489,2013-10-25 00:00:00,79.0,85.0,right,high,high,74.0,74.0,55.0,83.0,73.0,81.0,64.0,70.0,82.0,82.0,72.0,68.0,74.0,74.0,75.0,81.0,63.0,92.0,69.0,74.0,73.0,66.0,78.0,81.0,76.0,62.0,72.0,65.0,6.0,11.0,5.0,10.0,8.0
287,288,186561,75489,2013-10-11 00:00:00,78.0,85.0,right,high,high,74.0,74.0,55.0,83.0,73.0,79.0,64.0,70.0,82.0,80.0,69.0,66.0,72.0,72.0,74.0,81.0,63.0,92.0,69.0,74.0,69.0,66.0,77.0,81.0,76.0,62.0,68.0,65.0,6.0,11.0,5.0,10.0,8.0
288,289,186561,75489,2013-10-04 00:00:00,78.0,84.0,right,high,high,74.0,74.0,55.0,83.0,73.0,79.0,64.0,70.0,82.0,80.0,69.0,66.0,72.0,72.0,74.0,81.0,63.0,92.0,69.0,74.0,69.0,66.0,77.0,81.0,76.0,62.0,68.0,65.0,6.0,11.0,5.0,10.0,8.0
289,290,186561,75489,2013-09-27 00:00:00,78.0,84.0,right,high,high,74.0,69.0,55.0,83.0,73.0,79.0,64.0,70.0,82.0,80.0,69.0,66.0,72.0,72.0,74.0,75.0,63.0,92.0,69.0,74.0,58.0,66.0,77.0,81.0,76.0,62.0,68.0,65.0,6.0,11.0,5.0,10.0,8.0
290,291,186561,75489,2013-09-20 00:00:00,78.0,84.0,right,high,high,74.0,69.0,55.0,83.0,73.0,79.0,64.0,70.0,81.0,80.0,69.0,66.0,72.0,72.0,70.0,75.0,63.0,92.0,67.0,74.0,58.0,66.0,77.0,81.0,76.0,62.0,68.0,65.0,6.0,11.0,5.0,10.0,8.0
291,292,186561,75489,2013-08-16 00:00:00,77.0,82.0,right,high,high,74.0,67.0,55.0,82.0,70.0,79.0,64.0,70.0,80.0,77.0,69.0,66.0,72.0,72.0,70.0,73.0,63.0,92.0,67.0,74.0,58.0,66.0,73.0,82.0,76.0,58.0,67.0,62.0,6.0,11.0,5.0,10.0,8.0
292,293,186561,75489,2013-05-10 00:00:00,77.0,82.0,right,high,high,74.0,67.0,55.0,82.0,70.0,79.0,64.0,70.0,80.0,77.0,69.0,66.0,72.0,72.0,70.0,73.0,63.0,92.0,67.0,74.0,58.0,66.0,73.0,82.0,76.0,58.0,67.0,62.0,6.0,11.0,5.0,10.0,8.0
293,294,186561,75489,2013-04-19 00:00:00,77.0,82.0,right,high,high,74.0,67.0,55.0,82.0,70.0,79.0,64.0,70.0,80.0,77.0,69.0,66.0,72.0,72.0,70.0,73.0,63.0,92.0,67.0,74.0,58.0,66.0,73.0,82.0,76.0,56.0,66.0,61.0,6.0,11.0,5.0,10.0,8.0
294,295,186561,75489,2013-03-22 00:00:00,77.0,83.0,right,high,high,74.0,67.0,55.0,83.0,70.0,79.0,64.0,70.0,81.0,79.0,69.0,66.0,72.0,72.0,70.0,73.0,63.0,92.0,67.0,74.0,58.0,66.0,73.0,82.0,76.0,56.0,66.0,61.0,6.0,11.0,5.0,10.0,8.0
295,296,186561,75489,2013-03-15 00:00:00,77.0,83.0,right,high,high,74.0,67.0,55.0,83.0,70.0,79.0,64.0,70.0,81.0,79.0,69.0,66.0,72.0,72.0,70.0,73.0,63.0,92.0,67.0,74.0,58.0,66.0,73.0,82.0,76.0,56.0,66.0,61.0,6.0,11.0,5.0,10.0,8.0
296,297,186561,75489,2013-03-01 00:00:00,77.0,83.0,right,high,high,74.0,67.0,55.0,83.0,70.0,79.0,64.0,70.0,81.0,79.0,69.0,66.0,72.0,72.0,70.0,73.0,63.0,92.0,67.0,74.0,58.0,66.0,73.0,82.0,76.0,56.0,66.0,61.0,6.0,11.0,5.0,10.0,8.0
297,298,186561,75489,2013-02-22 00:00:00,77.0,83.0,right,high,high,74.0,67.0,55.0,83.0,70.0,79.0,64.0,70.0,81.0,79.0,69.0,66.0,72.0,72.0,70.0,73.0,63.0,92.0,67.0,74.0,58.0,66.0,73.0,82.0,76.0,56.0,66.0,61.0,6.0,11.0,5.0,10.0,8.0
298,299,186561,75489,2013-02-15 00:00:00,77.0,84.0,right,high,high,74.0,67.0,55.0,83.0,70.0,79.0,64.0,70.0,81.0,79.0,76.0,75.0,72.0,72.0,70.0,73.0,63.0,90.0,67.0,74.0,58.0,66.0,73.0,82.0,76.0,56.0,66.0,61.0,6.0,11.0,5.0,10.0,8.0
299,300,186561,75489,2012-08-31 00:00:00,77.0,84.0,right,medium,high,74.0,67.0,55.0,83.0,70.0,79.0,64.0,70.0,81.0,79.0,76.0,75.0,72.0,72.0,70.0,73.0,63.0,83.0,67.0,74.0,58.0,66.0,73.0,82.0,76.0,56.0,66.0,61.0,6.0,11.0,5.0,10.0,8.0
300,301,186561,75489,2012-02-22 00:00:00,79.0,86.0,right,medium,high,74.0,67.0,55.0,85.0,70.0,79.0,64.0,70.0,83.0,82.0,78.0,75.0,72.0,76.0,68.0,73.0,63.0,81.0,69.0,74.0,66.0,66.0,73.0,83.0,71.0,56.0,66.0,61.0,6.0,11.0,5.0,10.0,8.0
301,302,186561,75489,2011-08-30 00:00:00,77.0,84.0,right,medium,low,74.0,67.0,55.0,82.0,70.0,77.0,64.0,70.0,82.0,80.0,76.0,75.0,72.0,72.0,68.0,73.0,63.0,79.0,67.0,74.0,57.0,66.0,73.0,80.0,71.0,56.0,66.0,61.0,6.0,11.0,5.0,10.0,8.0
302,303,186561,75489,2011-02-22 00:00:00,75.0,86.0,right,medium,low,77.0,69.0,59.0,80.0,70.0,76.0,64.0,70.0,79.0,75.0,76.0,75.0,72.0,72.0,67.0,73.0,61.0,79.0,71.0,74.0,66.0,66.0,73.0,79.0,65.0,56.0,66.0,61.0,6.0,11.0,5.0,10.0,8.0
303,304,186561,75489,2010-08-30 00:00:00,76.0,86.0,right,medium,low,78.0,73.0,59.0,83.0,73.0,75.0,64.0,70.0,79.0,78.0,76.0,76.0,73.0,73.0,67.0,77.0,61.0,78.0,73.0,79.0,66.0,69.0,75.0,80.0,65.0,56.0,67.0,61.0,6.0,11.0,5.0,10.0,8.0
304,305,186561,75489,2010-02-22 00:00:00,77.0,86.0,right,medium,low,78.0,73.0,59.0,83.0,73.0,75.0,64.0,70.0,79.0,78.0,79.0,78.0,73.0,73.0,67.0,77.0,61.0,80.0,73.0,79.0,66.0,82.0,76.0,80.0,79.0,56.0,67.0,61.0,8.0,21.0,79.0,21.0,21.0
305,306,186561,75489,2009-08-30 00:00:00,74.0,86.0,right,medium,low,70.0,61.0,59.0,80.0,73.0,74.0,64.0,66.0,75.0,78.0,79.0,78.0,73.0,73.0,67.0,77.0,61.0,80.0,66.0,76.0,64.0,70.0,73.0,80.0,76.0,46.0,53.0,61.0,8.0,21.0,75.0,21.0,21.0
306,307,186561,75489,2009-02-22 00:00:00,73.0,85.0,right,medium,low,60.0,61.0,59.0,79.0,73.0,74.0,64.0,58.0,72.0,78.0,79.0,78.0,73.0,73.0,67.0,74.0,61.0,80.0,66.0,72.0,64.0,60.0,66.0,80.0,76.0,46.0,53.0,61.0,8.0,21.0,72.0,21.0,21.0
307,308,186561,75489,2008-08-30 00:00:00,71.0,85.0,right,medium,low,53.0,61.0,59.0,78.0,73.0,70.0,64.0,58.0,67.0,78.0,79.0,78.0,73.0,73.0,67.0,69.0,61.0,76.0,59.0,70.0,64.0,56.0,61.0,80.0,76.0,46.0,53.0,61.0,8.0,21.0,67.0,21.0,21.0
308,309,186561,75489,2007-02-22 00:00:00,71.0,85.0,right,medium,low,53.0,61.0,59.0,78.0,73.0,70.0,64.0,58.0,67.0,78.0,79.0,78.0,73.0,73.0,67.0,69.0,61.0,76.0,59.0,70.0,64.0,56.0,61.0,80.0,76.0,46.0,53.0,61.0,8.0,21.0,67.0,21.0,21.0
309,310,226014,597948,2016-04-14 00:00:00,55.0,63.0,left,medium,medium,55.0,52.0,43.0,55.0,42.0,53.0,45.0,43.0,52.0,52.0,65.0,66.0,70.0,53.0,62.0,54.0,52.0,55.0,37.0,52.0,49.0,30.0,52.0,55.0,55.0,43.0,47.0,45.0,11.0,13.0,8.0,14.0,9.0
310,311,226014,597948,2016-03-10 00:00:00,55.0,63.0,left,medium,medium,55.0,52.0,43.0,55.0,42.0,53.0,45.0,43.0,52.0,52.0,65.0,66.0,70.0,53.0,62.0,54.0,52.0,55.0,37.0,52.0,49.0,30.0,52.0,55.0,55.0,43.0,47.0,45.0,11.0,13.0,8.0,14.0,9.0
311,312,226014,597948,2015-09-21 00:00:00,55.0,63.0,left,medium,medium,55.0,52.0,43.0,55.0,42.0,53.0,45.0,43.0,52.0,52.0,65.0,66.0,66.0,53.0,62.0,54.0,52.0,55.0,37.0,52.0,49.0,30.0,52.0,55.0,55.0,43.0,47.0,45.0,11.0,13.0,8.0,14.0,9.0
312,313,226014,597948,2015-07-03 00:00:00,54.0,62.0,left,medium,medium,54.0,51.0,42.0,54.0,41.0,52.0,44.0,42.0,51.0,51.0,65.0,66.0,62.0,52.0,60.0,53.0,52.0,56.0,40.0,51.0,48.0,29.0,51.0,54.0,54.0,42.0,46.0,44.0,10.0,12.0,7.0,13.0,8.0
313,314,226014,597948,2015-06-12 00:00:00,54.0,62.0,left,medium,medium,54.0,51.0,42.0,54.0,41.0,52.0,44.0,42.0,51.0,51.0,65.0,66.0,62.0,52.0,60.0,53.0,52.0,56.0,40.0,51.0,48.0,29.0,51.0,54.0,54.0,42.0,46.0,44.0,10.0,12.0,7.0,13.0,8.0
314,315,226014,597948,2015-01-09 00:00:00,54.0,62.0,left,medium,medium,54.0,51.0,42.0,54.0,41.0,52.0,44.0,42.0,51.0,51.0,65.0,66.0,62.0,52.0,60.0,53.0,52.0,56.0,40.0,51.0,48.0,29.0,51.0,54.0,54.0,42.0,46.0,44.0,10.0,12.0,7.0,13.0,8.0
315,316,226014,597948,2014-11-14 00:00:00,55.0,63.0,left,medium,medium,54.0,51.0,42.0,60.0,41.0,52.0,44.0,42.0,51.0,51.0,65.0,66.0,62.0,52.0,60.0,53.0,52.0,56.0,40.0,51.0,48.0,29.0,51.0,54.0,54.0,42.0,46.0,44.0,10.0,12.0,7.0,13.0,8.0
316,317,226014,597948,2007-02-22 00:00:00,55.0,63.0,left,medium,medium,54.0,51.0,42.0,60.0,41.0,52.0,44.0,42.0,51.0,51.0,65.0,66.0,62.0,52.0,60.0,53.0,52.0,56.0,40.0,51.0,48.0,29.0,51.0,54.0,54.0,42.0,46.0,44.0,10.0,12.0,7.0,13.0,8.0
317,318,213569,161644,2016-04-28 00:00:00,64.0,68.0,left,high,medium,62.0,26.0,59.0,62.0,25.0,66.0,57.0,58.0,47.0,62.0,72.0,74.0,75.0,62.0,68.0,59.0,71.0,81.0,70.0,30.0,65.0,55.0,49.0,50.0,40.0,53.0,64.0,64.0,9.0,11.0,12.0,8.0,9.0
318,319,213569,161644,2016-04-14 00:00:00,64.0,68.0,left,high,medium,62.0,26.0,59.0,62.0,25.0,66.0,57.0,58.0,47.0,62.0,72.0,74.0,75.0,62.0,68.0,59.0,71.0,81.0,70.0,30.0,65.0,55.0,49.0,50.0,40.0,53.0,64.0,64.0,9.0,11.0,12.0,8.0,9.0
319,320,213569,161644,2016-03-10 00:00:00,64.0,69.0,left,high,medium,62.0,26.0,59.0,62.0,25.0,66.0,57.0,58.0,47.0,62.0,72.0,74.0,75.0,62.0,68.0,59.0,71.0,81.0,70.0,30.0,65.0,55.0,49.0,50.0,40.0,53.0,64.0,64.0,9.0,11.0,12.0,8.0,9.0
320,321,213569,161644,2016-01-21 00:00:00,64.0,69.0,left,high,medium,62.0,26.0,59.0,62.0,25.0,66.0,57.0,58.0,47.0,62.0,72.0,74.0,75.0,62.0,68.0,59.0,63.0,81.0,70.0,30.0,65.0,55.0,49.0,50.0,40.0,53.0,64.0,64.0,9.0,11.0,12.0,8.0,9.0
321,322,213569,161644,2015-12-03 00:00:00,65.0,70.0,left,high,medium,62.0,26.0,59.0,65.0,25.0,66.0,57.0,58.0,47.0,62.0,72.0,74.0,75.0,62.0,68.0,59.0,63.0,81.0,70.0,30.0,65.0,55.0,49.0,50.0,40.0,63.0,64.0,64.0,9.0,11.0,12.0,8.0,9.0
322,323,213569,161644,2015-09-25 00:00:00,65.0,70.0,left,high,medium,62.0,26.0,59.0,65.0,25.0,66.0,57.0,58.0,47.0,62.0,72.0,74.0,75.0,62.0,68.0,59.0,63.0,81.0,70.0,30.0,65.0,55.0,49.0,50.0,40.0,63.0,64.0,64.0,9.0,11.0,12.0,8.0,9.0
323,324,213569,161644,2015-09-21 00:00:00,65.0,70.0,left,high,medium,62.0,26.0,59.0,65.0,25.0,66.0,57.0,58.0,47.0,62.0,72.0,74.0,75.0,62.0,68.0,59.0,63.0,81.0,70.0,30.0,65.0,55.0,49.0,50.0,40.0,63.0,64.0,64.0,9.0,11.0,12.0,8.0,9.0
324,325,213569,161644,2015-02-13 00:00:00,62.0,67.0,left,high,medium,61.0,25.0,58.0,64.0,24.0,65.0,56.0,57.0,46.0,61.0,72.0,74.0,74.0,61.0,67.0,58.0,63.0,80.0,67.0,29.0,64.0,54.0,48.0,49.0,39.0,59.0,61.0,60.0,8.0,10.0,11.0,7.0,8.0
325,326,213569,161644,2015-01-30 00:00:00,62.0,67.0,left,high,medium,61.0,25.0,58.0,64.0,24.0,65.0,56.0,57.0,46.0,61.0,72.0,74.0,74.0,61.0,67.0,58.0,63.0,80.0,67.0,29.0,64.0,54.0,48.0,49.0,39.0,59.0,61.0,60.0,8.0,10.0,11.0,7.0,8.0
326,327,213569,161644,2015-01-09 00:00:00,62.0,67.0,left,high,medium,61.0,25.0,58.0,64.0,24.0,65.0,56.0,57.0,46.0,61.0,72.0,74.0,74.0,61.0,67.0,58.0,63.0,80.0,67.0,29.0,64.0,54.0,48.0,44.0,39.0,59.0,61.0,60.0,8.0,10.0,11.0,7.0,8.0
327,328,213569,161644,2014-09-18 00:00:00,61.0,66.0,left,high,medium,61.0,25.0,58.0,60.0,24.0,65.0,56.0,57.0,46.0,61.0,72.0,74.0,74.0,61.0,67.0,58.0,63.0,80.0,67.0,23.0,64.0,54.0,48.0,44.0,39.0,59.0,61.0,57.0,8.0,10.0,11.0,7.0,8.0
328,329,213569,161644,2014-04-25 00:00:00,61.0,73.0,left,high,medium,59.0,21.0,58.0,60.0,24.0,61.0,56.0,57.0,46.0,61.0,73.0,74.0,74.0,61.0,64.0,58.0,63.0,76.0,64.0,23.0,64.0,54.0,48.0,40.0,39.0,59.0,61.0,57.0,8.0,10.0,11.0,7.0,8.0
329,330,213569,161644,2014-04-04 00:00:00,61.0,73.0,left,high,medium,56.0,21.0,58.0,60.0,24.0,61.0,56.0,57.0,46.0,61.0,73.0,74.0,74.0,61.0,64.0,58.0,63.0,76.0,64.0,23.0,64.0,54.0,48.0,40.0,39.0,59.0,61.0,57.0,8.0,10.0,11.0,7.0,8.0
330,331,213569,161644,2014-03-14 00:00:00,61.0,73.0,left,high,medium,56.0,21.0,58.0,60.0,24.0,61.0,56.0,57.0,46.0,61.0,73.0,74.0,74.0,61.0,64.0,58.0,63.0,76.0,64.0,23.0,64.0,54.0,48.0,36.0,39.0,59.0,61.0,57.0,8.0,10.0,11.0,7.0,8.0
331,332,213569,161644,2014-02-07 00:00:00,60.0,73.0,left,high,medium,56.0,21.0,58.0,58.0,24.0,61.0,56.0,57.0,46.0,58.0,73.0,74.0,74.0,61.0,64.0,56.0,63.0,76.0,64.0,23.0,64.0,54.0,48.0,36.0,39.0,59.0,61.0,57.0,8.0,10.0,11.0,7.0,8.0
332,333,213569,161644,2013-12-13 00:00:00,62.0,70.0,left,high,medium,56.0,21.0,58.0,60.0,24.0,61.0,56.0,57.0,46.0,60.0,73.0,74.0,74.0,61.0,64.0,56.0,63.0,76.0,64.0,23.0,64.0,55.0,48.0,36.0,39.0,61.0,63.0,59.0,8.0,10.0,11.0,7.0,8.0
333,334,213569,161644,2013-09-20 00:00:00,62.0,69.0,left,high,medium,56.0,21.0,58.0,60.0,24.0,61.0,56.0,57.0,46.0,60.0,73.0,74.0,74.0,61.0,64.0,56.0,63.0,76.0,64.0,23.0,64.0,55.0,48.0,36.0,39.0,61.0,63.0,59.0,8.0,10.0,11.0,7.0,8.0
334,335,213569,161644,2007-02-22 00:00:00,62.0,69.0,left,high,medium,56.0,21.0,58.0,60.0,24.0,61.0,56.0,57.0,46.0,60.0,73.0,74.0,74.0,61.0,64.0,56.0,63.0,76.0,64.0,23.0,64.0,55.0,48.0,36.0,39.0,61.0,63.0,59.0,8.0,10.0,11.0,7.0,8.0
335,336,2335,23499,2016-04-21 00:00:00,65.0,65.0,right,medium,medium,49.0,67.0,78.0,68.0,56.0,49.0,43.0,42.0,39.0,65.0,51.0,53.0,44.0,67.0,52.0,69.0,70.0,53.0,82.0,47.0,77.0,24.0,67.0,68.0,73.0,23.0,20.0,19.0,12.0,13.0,10.0,10.0,9.0
336,337,2335,23499,2016-01-07 00:00:00,65.0,65.0,right,medium,medium,49.0,67.0,78.0,68.0,56.0,49.0,43.0,42.0,39.0,65.0,51.0,53.0,44.0,67.0,52.0,69.0,70.0,53.0,82.0,47.0,75.0,24.0,67.0,68.0,73.0,23.0,20.0,19.0,12.0,13.0,10.0,10.0,9.0
337,338,2335,23499,2015-10-02 00:00:00,65.0,65.0,right,high,medium,49.0,67.0,78.0,68.0,56.0,49.0,43.0,42.0,39.0,65.0,51.0,53.0,44.0,67.0,52.0,69.0,70.0,53.0,82.0,47.0,75.0,24.0,67.0,68.0,73.0,23.0,20.0,19.0,12.0,13.0,10.0,10.0,9.0
338,339,2335,23499,2015-09-21 00:00:00,67.0,67.0,right,high,medium,49.0,67.0,78.0,68.0,56.0,49.0,43.0,42.0,39.0,65.0,51.0,53.0,44.0,67.0,52.0,69.0,70.0,53.0,82.0,47.0,75.0,24.0,75.0,68.0,73.0,23.0,20.0,19.0,12.0,13.0,10.0,10.0,9.0
339,340,2335,23499,2015-02-27 00:00:00,65.0,65.0,right,medium,medium,48.0,66.0,77.0,67.0,55.0,48.0,42.0,41.0,38.0,64.0,54.0,57.0,44.0,66.0,52.0,68.0,67.0,68.0,81.0,46.0,74.0,23.0,74.0,67.0,72.0,22.0,25.0,25.0,11.0,12.0,9.0,9.0,8.0
340,341,2335,23499,2015-01-02 00:00:00,65.0,65.0,right,medium,medium,48.0,66.0,77.0,67.0,55.0,48.0,42.0,41.0,38.0,71.0,54.0,57.0,44.0,66.0,52.0,68.0,67.0,68.0,81.0,46.0,74.0,23.0,74.0,67.0,72.0,22.0,25.0,25.0,11.0,12.0,9.0,9.0,8.0
341,342,2335,23499,2014-10-02 00:00:00,65.0,65.0,right,medium,medium,48.0,66.0,77.0,67.0,55.0,48.0,42.0,41.0,38.0,71.0,54.0,57.0,44.0,66.0,52.0,68.0,67.0,68.0,81.0,46.0,74.0,23.0,74.0,67.0,72.0,22.0,25.0,25.0,11.0,12.0,9.0,9.0,8.0
342,343,2335,23499,2014-09-18 00:00:00,64.0,64.0,right,medium,medium,48.0,66.0,77.0,67.0,55.0,48.0,42.0,41.0,38.0,71.0,34.0,53.0,44.0,66.0,52.0,68.0,67.0,68.0,81.0,46.0,74.0,23.0,74.0,67.0,72.0,22.0,25.0,25.0,11.0,12.0,9.0,9.0,8.0
343,344,2335,23499,2014-01-31 00:00:00,63.0,63.0,right,medium,medium,48.0,66.0,77.0,65.0,55.0,48.0,42.0,41.0,38.0,70.0,34.0,54.0,44.0,62.0,52.0,68.0,66.0,63.0,81.0,43.0,72.0,23.0,74.0,67.0,72.0,22.0,25.0,25.0,24.0,23.0,21.0,21.0,25.0
344,345,2335,23499,2014-01-10 00:00:00,63.0,63.0,right,medium,medium,48.0,66.0,77.0,64.0,55.0,48.0,42.0,41.0,38.0,68.0,34.0,54.0,44.0,62.0,52.0,68.0,66.0,63.0,81.0,43.0,72.0,23.0,72.0,64.0,72.0,22.0,25.0,25.0,24.0,23.0,21.0,21.0,25.0
345,346,2335,23499,2013-09-20 00:00:00,63.0,63.0,right,medium,medium,48.0,66.0,77.0,64.0,55.0,48.0,42.0,41.0,38.0,68.0,34.0,54.0,44.0,62.0,52.0,68.0,66.0,63.0,81.0,43.0,72.0,23.0,72.0,64.0,72.0,22.0,25.0,25.0,24.0,23.0,21.0,21.0,25.0
346,347,2335,23499,2013-02-15 00:00:00,63.0,63.0,right,medium,medium,48.0,66.0,75.0,60.0,55.0,48.0,42.0,41.0,38.0,65.0,53.0,54.0,48.0,62.0,61.0,68.0,73.0,54.0,79.0,43.0,72.0,23.0,69.0,64.0,72.0,22.0,19.0,18.0,24.0,23.0,21.0,21.0,25.0
347,348,2335,23499,2012-08-31 00:00:00,62.0,62.0,right,medium,medium,48.0,66.0,75.0,56.0,55.0,48.0,42.0,41.0,38.0,61.0,53.0,54.0,48.0,60.0,54.0,68.0,73.0,48.0,79.0,43.0,72.0,23.0,67.0,58.0,72.0,22.0,19.0,18.0,24.0,23.0,21.0,21.0,25.0
348,349,2335,23499,2012-02-22 00:00:00,61.0,61.0,right,medium,medium,48.0,66.0,75.0,45.0,55.0,42.0,42.0,41.0,38.0,54.0,53.0,54.0,33.0,60.0,56.0,68.0,68.0,48.0,79.0,43.0,65.0,23.0,64.0,43.0,72.0,22.0,19.0,18.0,33.0,30.0,39.0,31.0,30.0
349,350,2335,23499,2011-08-30 00:00:00,61.0,61.0,right,medium,medium,48.0,66.0,75.0,45.0,55.0,42.0,42.0,41.0,38.0,54.0,53.0,54.0,33.0,60.0,56.0,68.0,68.0,48.0,79.0,43.0,65.0,23.0,64.0,43.0,72.0,22.0,19.0,18.0,14.0,13.0,7.0,11.0,15.0
350,351,2335,23499,2011-02-22 00:00:00,62.0,65.0,right,medium,medium,48.0,69.0,75.0,45.0,55.0,45.0,51.0,41.0,38.0,54.0,63.0,64.0,36.0,60.0,67.0,68.0,79.0,61.0,82.0,48.0,65.0,23.0,64.0,53.0,54.0,22.0,19.0,18.0,14.0,13.0,7.0,11.0,15.0
351,352,2335,23499,2010-08-30 00:00:00,60.0,62.0,right,medium,medium,48.0,64.0,71.0,45.0,55.0,45.0,51.0,41.0,38.0,54.0,63.0,63.0,36.0,60.0,65.0,65.0,83.0,61.0,81.0,48.0,60.0,23.0,62.0,53.0,53.0,22.0,19.0,18.0,14.0,13.0,7.0,11.0,15.0
352,353,2335,23499,2009-08-30 00:00:00,62.0,67.0,right,medium,medium,48.0,67.0,71.0,45.0,55.0,49.0,51.0,41.0,38.0,57.0,63.0,63.0,36.0,60.0,65.0,65.0,83.0,58.0,67.0,58.0,60.0,51.0,61.0,53.0,59.0,22.0,21.0,18.0,10.0,21.0,38.0,21.0,21.0
353,354,2335,23499,2009-02-22 00:00:00,60.0,65.0,right,medium,medium,48.0,65.0,62.0,40.0,55.0,49.0,51.0,41.0,33.0,57.0,61.0,63.0,36.0,60.0,65.0,63.0,83.0,58.0,66.0,58.0,54.0,49.0,61.0,53.0,56.0,22.0,21.0,18.0,10.0,21.0,33.0,21.0,21.0
354,355,2335,23499,2008-08-30 00:00:00,58.0,65.0,right,medium,medium,48.0,63.0,59.0,40.0,55.0,49.0,51.0,41.0,33.0,57.0,60.0,60.0,36.0,56.0,65.0,60.0,83.0,60.0,66.0,58.0,54.0,49.0,57.0,53.0,56.0,32.0,21.0,18.0,10.0,21.0,33.0,21.0,21.0
355,356,2335,23499,2007-08-30 00:00:00,50.0,65.0,right,medium,medium,39.0,48.0,57.0,40.0,55.0,46.0,51.0,41.0,33.0,52.0,56.0,55.0,36.0,52.0,65.0,50.0,83.0,49.0,51.0,51.0,54.0,48.0,48.0,53.0,50.0,32.0,21.0,18.0,10.0,21.0,33.0,21.0,21.0
356,357,2335,23499,2007-02-22 00:00:00,50.0,65.0,right,medium,medium,39.0,48.0,57.0,40.0,55.0,46.0,51.0,50.0,33.0,52.0,56.0,55.0,36.0,52.0,65.0,50.0,83.0,49.0,51.0,51.0,54.0,48.0,48.0,53.0,50.0,32.0,19.0,18.0,10.0,8.0,33.0,14.0,6.0
